id,price,qty,quoteQty,time,isBuyerMaker,isBestMatch
178090374,0.02527300,0.95800000,0.02421153,1591233336910,False,True
178090375,0.02527400,0.77100000,0.01948625,1591233337470,False,True
178090376,0.02527600,1.00000000,0.02527600,1591233338767,False,True
178090377,0.02528000,0.00700000,0.00017696,1591233339095,False,True
178090378,0.02528000,1.00000000,0.02528000,1591233339095,False,True
178090379,0.02528200,0.02600000,0.00065733,1591233340356,False,True
178090380,0.02527900,0.15900000,0.00401936,1591233343793,True,True
178090381,0.02528300,0.00700000,0.00017698,1591233349502,False,True
178090382,0.02528400,0.00900000,0.00022755,1591233349502,False,True
178090383,0.02527900,0.30700000,0.00776065,1591233349708,True,True
178090384,0.02527900,0.49300000,0.01246254,1591233352486,True,True
178090385,0.02527800,0.00700000,0.00017694,1591233354471,True,True
178090386,0.02527800,0.25600000,0.00647116,1591233354471,True,True
178090387,0.02527800,0.20500000,0.00518199,1591233354591,True,True
178090388,0.02528200,0.05700000,0.00144107,1591233359833,False,True
178090389,0.02528200,0.35700000,0.00902567,1591233359833,False,True
178090390,0.02528200,0.04500000,0.00113769,1591233360090,False,True
178090391,0.02527800,0.05700000,0.00144084,1591233360234,True,True
178090392,0.02527800,0.00500000,0.00012639,1591233361890,True,True
178090393,0.02528200,0.05700000,0.00144107,1591233361915,False,True
178090394,0.02528300,0.33100000,0.00836867,1591233361915,False,True
178090395,0.02528300,0.94700000,0.02394300,1591233366448,False,True
178090396,0.02528300,0.09800000,0.00247773,1591233366962,False,True
178090397,0.02528300,0.00700000,0.00017698,1591233371411,False,True
178090398,0.02528700,0.01200000,0.00030344,1591233375146,False,True
178090399,0.02528800,0.12600000,0.00318628,1591233376212,False,True
178090400,0.02528500,0.37100000,0.00938073,1591233376251,True,True
178090401,0.02528800,0.01600000,0.00040460,1591233379221,False,True
178090402,0.02528800,0.01600000,0.00040460,1591233379337,False,True
178090403,0.02528500,0.29800000,0.00753493,1591233379823,True,True
178090404,0.02528500,0.02000000,0.00050570,1591233389855,True,True
178090405,0.02528500,0.26300000,0.00664995,1591233391923,True,True
178090406,0.02528800,0.26300000,0.00665074,1591233392030,False,True
178090407,0.02528800,0.50000000,0.01264400,1591233393016,False,True
178090408,0.02528800,0.26300000,0.00665074,1591233395030,False,True
178090409,0.02528800,0.40900000,0.01034279,1591233395999,False,True
178090410,0.02528800,5.69600000,0.14404044,1591233396213,False,True
178090411,0.02528800,1.42400000,0.03601011,1591233396378,False,True
178090412,0.02528800,1.41600000,0.03580780,1591233396379,False,True
178090413,0.02528800,0.34600000,0.00874964,1591233396397,False,True
178090414,0.02528800,5.12300000,0.12955042,1591233396442,False,True
178090415,0.02529000,5.00000000,0.12645000,1591233396510,False,True
