id,price,qty,quoteQty,time,isBuyerMaker,isBestMatch
178090416,0.02529200,0.22800000,0.00576657,1591233396936,False,True
178090417,0.02529100,0.05300000,0.00134042,1591233397540,True,True
178090418,0.02529100,0.05300000,0.00134042,1591233397564,True,True
178090419,0.02529400,1.83300000,0.04636390,1591233397983,False,True
178090420,0.02529400,0.02000000,0.00050588,1591233398408,False,True
178090421,0.02529400,0.01700000,0.00042999,1591233398651,False,True
178090422,0.02529300,0.59500000,0.01504933,1591233398960,True,True
178090423,0.02529200,0.28000000,0.00708176,1591233399071,True,True
178090424,0.02529200,1.11100000,0.02809941,1591233399072,True,True
178090425,0.02529200,16.14600000,0.40836463,1591233399072,True,True
178090426,0.02529200,5.99300000,0.15157495,1591233399072,True,True
178090427,0.02529200,0.13400000,0.00338912,1591233399082,True,True
178090428,0.02529000,2.27900000,0.05763591,1591233399276,True,True
178090429,0.02529000,2.48700000,0.06289623,1591233399378,True,True
178090430,0.02529000,0.08100000,0.00204849,1591233399486,True,True
178090431,0.02529000,0.62800000,0.01588212,1591233399595,True,True
178090432,0.02529000,0.19600000,0.00495684,1591233399788,True,True
178090433,0.02529000,0.05500000,0.00139095,1591233405619,False,True
178090434,0.02528900,0.00700000,0.00017702,1591233410664,True,True
178090435,0.02528600,1.00000000,0.02528600,1591233410664,True,True
178090436,0.02528400,0.98900000,0.02500587,1591233410664,True,True
178090437,0.02528400,0.98900000,0.02500587,1591233410664,True,True
178090438,0.02528300,0.96900000,0.02449922,1591233410664,True,True
178090439,0.02528600,0.22000000,0.00556292,1591233411638,False,True
178090440,0.02528600,0.58200000,0.01471645,1591233411948,False,True
178090441,0.02528600,0.58900000,0.01489345,1591233412057,False,True
178090442,0.02528400,0.00700000,0.00017698,1591233412191,True,True
178090443,0.02528300,0.00900000,0.00022754,1591233412191,True,True
178090444,0.02528600,2.78200000,0.07034565,1591233414987,False,True
178090445,0.02528700,20.92600000,0.52915576,1591233414987,False,True
178090446,0.02528700,0.41500000,0.01049410,1591233415897,False,True
178090447,0.02528700,1.19200000,0.03014210,1591233415898,False,True
178090448,0.02528400,1.00000000,0.02528400,1591233415944,True,True
178090449,0.02528300,0.19200000,0.00485433,1591233415944,True,True
178090450,0.02528700,1.19100000,0.03011681,1591233416002,False,True
178090451,0.02528300,0.20400000,0.00515773,1591233416039,True,True
178090452,0.02528400,1.00000000,0.02528400,1591233417862,True,True
178090453,0.02528300,0.11900000,0.00300867,1591233417862,True,True
178090454,0.02528200,2.83500000,0.07167447,1591233417862,True,True
178090455,0.02528300,0.20400000,0.00515773,1591233420056,True,True
178090456,0.02528300,0.79600000,0.02012526,1591233425060,True,True
178090457,0.02528200,3.15800000,0.07984055,1591233425060,True,True
178090458,0.02528200,3.95400000,0.09996502,1591233432258,True,True
178090459,0.02528600,0.29200000,0.00738351,1591233432827,False,True
178090460,0.02528700,10.53500000,0.26639854,1591233435747,False,True
178090461,0.02528300,0.98900000,0.02500488,1591233440506,True,True
178090462,0.02528300,0.98900000,0.02500488,1591233440506,True,True
178090463,0.02528200,1.05500000,0.02667251,1591233440506,True,True
178090464,0.02528300,1.00000000,0.02528300,1591233447738,True,True
178090465,0.02528200,2.95400000,0.07468302,1591233447738,True,True
178090466,0.02528300,0.96200000,0.02432224,1591233451388,True,True
178090467,0.02528300,0.03800000,0.00096075,1591233451391,True,True
178090468,0.02528200,0.69500000,0.01757099,1591233451391,True,True
178090469,0.02528800,0.00700000,0.00017701,1591233454913,False,True
178090470,0.02528800,0.78400000,0.01982579,1591233454944,True,True
178090471,0.02528600,0.54900000,0.01388201,1591233454944,True,True
178090472,0.02528500,2.62100000,0.06627198,1591233454944,True,True
178090473,0.02529000,0.37200000,0.00940788,1591233454951,False,True
178090474,0.02529000,0.17000000,0.00429930,1591233456639,False,True
178090475,0.02529000,0.31700000,0.00801693,1591233457865,False,True
178090476,0.02529000,0.35700000,0.00902853,1591233457983,False,True
178090477,0.02529000,0.01300000,0.00032877,1591233458294,False,True
178090478,0.02528300,0.00700000,0.00017698,1591233462142,True,True
178090479,0.02528000,2.56100000,0.06474208,1591233462142,True,True
178090480,0.02527700,1.38600000,0.03503392,1591233462142,True,True
178090481,0.02527800,0.11200000,0.00283113,1591233468832,True,True
178090482,0.02528200,1.39100000,0.03516726,1591233469493,False,True
178090483,0.02527800,3.95400000,0.09994921,1591233469861,True,True
